input_order,source_prediction_index,numbering_index,target_id,standard_structure_id,original_structure_id,original_filename,source_path,input_pdb_path,source_af2_path,source_af2_match,plddt_filter_scope_requested,plddt_filter_scope_applied,plddt_filter_pdb_path,plddt_source_status,standardized_pdb_path,rank,model,seed,n_atoms,n_residues,global_mean_plddt,global_median_plddt,global_p10_plddt,global_min_plddt,global_max_plddt,input_n_atoms,input_n_residues,input_global_mean_plddt,input_global_median_plddt,input_global_p10_plddt,input_global_min_plddt,input_global_max_plddt,source_n_atoms,source_n_residues,source_global_mean_plddt,source_global_median_plddt,source_global_p10_plddt,source_global_min_plddt,source_global_max_plddt,global_plddt_threshold,pass_global_plddt,status,error_message
33,,33,GAC,GAC_AF2_0033,GAC.AF2rank33,GAC.AF2rank33.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank33.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank33.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.32.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.32.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0033.pdb,,,,2315,302,94.44655629139073,97.0,89.75,52.69,98.88,2315,302,94.44655629139073,97.0,89.75,52.69,98.88,2315,302,94.44655629139073,97.0,89.75,52.69,98.88,75.0,True,ok,
34,,34,GAC,GAC_AF2_0034,GAC.AF2rank34,GAC.AF2rank34.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank34.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank34.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.33.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.33.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0034.pdb,,,,2315,302,94.41688741721855,96.62,89.07300000000001,57.44,98.88,2315,302,94.41688741721855,96.62,89.07300000000001,57.44,98.88,2315,302,94.41688741721855,96.62,89.07300000000001,57.44,98.88,75.0,True,ok,
35,,35,GAC,GAC_AF2_0035,GAC.AF2rank35,GAC.AF2rank35.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank35.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank35.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.34.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.34.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0035.pdb,,,,2315,302,94.39592715231788,96.97,89.62700000000001,52.5,98.88,2315,302,94.39592715231788,96.97,89.62700000000001,52.5,98.88,2315,302,94.39592715231788,96.97,89.62700000000001,52.5,98.88,75.0,True,ok,
36,,36,GAC,GAC_AF2_0036,GAC.AF2rank36,GAC.AF2rank36.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank36.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank36.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.35.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.35.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0036.pdb,,,,2315,302,94.10476821192053,96.22,89.006,57.0,98.75,2315,302,94.10476821192053,96.22,89.006,57.0,98.75,2315,302,94.10476821192053,96.22,89.006,57.0,98.75,75.0,True,ok,
37,,37,GAC,GAC_AF2_0037,GAC.AF2rank37,GAC.AF2rank37.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank37.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank37.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.36.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.36.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0037.pdb,,,,2315,302,94.5823178807947,96.72,90.13900000000001,56.25,98.88,2315,302,94.5823178807947,96.72,90.13900000000001,56.25,98.88,2315,302,94.5823178807947,96.72,90.13900000000001,56.25,98.88,75.0,True,ok,
38,,38,GAC,GAC_AF2_0038,GAC.AF2rank38,GAC.AF2rank38.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank38.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank38.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.37.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.37.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0038.pdb,,,,2315,302,93.9464569536424,96.41,88.519,53.12,98.88,2315,302,93.9464569536424,96.41,88.519,53.12,98.88,2315,302,93.9464569536424,96.41,88.519,53.12,98.88,75.0,True,ok,
39,,39,GAC,GAC_AF2_0039,GAC.AF2rank39,GAC.AF2rank39.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank39.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank39.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.38.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.38.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0039.pdb,,,,2315,302,94.21655629139073,96.72,89.25,51.31,98.88,2315,302,94.21655629139073,96.72,89.25,51.31,98.88,2315,302,94.21655629139073,96.72,89.25,51.31,98.88,75.0,True,ok,
40,,40,GAC,GAC_AF2_0040,GAC.AF2rank40,GAC.AF2rank40.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank40.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank40.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.39.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.39.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0040.pdb,,,,2315,302,94.30208609271524,96.62,89.886,53.31,98.81,2315,302,94.30208609271524,96.62,89.886,53.31,98.81,2315,302,94.30208609271524,96.62,89.886,53.31,98.81,75.0,True,ok,
41,,41,GAC,GAC_AF2_0041,GAC.AF2rank41,GAC.AF2rank41.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank41.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank41.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.40.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.40.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0041.pdb,,,,2315,302,93.95006622516556,96.81,88.952,47.38,98.88,2315,302,93.95006622516556,96.81,88.952,47.38,98.88,2315,302,93.95006622516556,96.81,88.952,47.38,98.88,75.0,True,ok,
42,,42,GAC,GAC_AF2_0042,GAC.AF2rank42,GAC.AF2rank42.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank42.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank42.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.41.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.41.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0042.pdb,,,,2315,302,94.16301324503313,95.88,89.696,52.53,98.75,2315,302,94.16301324503313,95.88,89.696,52.53,98.75,2315,302,94.16301324503313,95.88,89.696,52.53,98.75,75.0,True,ok,
43,,43,GAC,GAC_AF2_0043,GAC.AF2rank43,GAC.AF2rank43.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank43.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank43.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.42.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.42.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0043.pdb,,,,2315,302,92.66907284768213,95.0,85.209,54.12,98.69,2315,302,92.66907284768213,95.0,85.209,54.12,98.69,2315,302,92.66907284768213,95.0,85.209,54.12,98.69,75.0,True,ok,
44,,44,GAC,GAC_AF2_0044,GAC.AF2rank44,GAC.AF2rank44.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank44.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank44.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.43.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.43.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0044.pdb,,,,2315,302,94.01910596026491,96.38,89.025,51.44,98.88,2315,302,94.01910596026491,96.38,89.025,51.44,98.88,2315,302,94.01910596026491,96.38,89.025,51.44,98.88,75.0,True,ok,
45,,45,GAC,GAC_AF2_0045,GAC.AF2rank45,GAC.AF2rank45.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank45.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank45.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.44.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.44.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0045.pdb,,,,2315,302,93.80407284768211,96.625,87.63300000000001,51.56,98.88,2315,302,93.80407284768211,96.625,87.63300000000001,51.56,98.88,2315,302,93.80407284768211,96.625,87.63300000000001,51.56,98.88,75.0,True,ok,
46,,46,GAC,GAC_AF2_0046,GAC.AF2rank46,GAC.AF2rank46.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank46.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank46.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.45.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.45.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0046.pdb,,,,2315,302,94.29701986754966,96.41,89.69,52.81,98.88,2315,302,94.29701986754966,96.41,89.69,52.81,98.88,2315,302,94.29701986754966,96.41,89.69,52.81,98.88,75.0,True,ok,
47,,47,GAC,GAC_AF2_0047,GAC.AF2rank47,GAC.AF2rank47.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank47.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank47.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.46.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.46.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0047.pdb,,,,2315,302,94.07665562913908,96.0,89.196,56.91,98.88,2315,302,94.07665562913908,96.0,89.196,56.91,98.88,2315,302,94.07665562913908,96.0,89.196,56.91,98.88,75.0,True,ok,
48,,48,GAC,GAC_AF2_0048,GAC.AF2rank48,GAC.AF2rank48.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank48.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank48.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.47.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.47.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0048.pdb,,,,2315,302,94.0684105960265,96.22,88.709,57.94,98.75,2315,302,94.0684105960265,96.22,88.709,57.94,98.75,2315,302,94.0684105960265,96.22,88.709,57.94,98.75,75.0,True,ok,
49,,49,GAC,GAC_AF2_0049,GAC.AF2rank49,GAC.AF2rank49.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank49.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank49.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.48.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.48.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0049.pdb,,,,2315,302,94.39513245033113,96.62,89.519,55.16,98.88,2315,302,94.39513245033113,96.62,89.519,55.16,98.88,2315,302,94.39513245033113,96.62,89.519,55.16,98.88,75.0,True,ok,
50,,50,GAC,GAC_AF2_0050,GAC.AF2rank50,GAC.AF2rank50.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank50.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank50.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.49.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.49.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0050.pdb,,,,2315,302,94.55642384105961,96.375,90.06,58.47,98.88,2315,302,94.55642384105961,96.375,90.06,58.47,98.88,2315,302,94.55642384105961,96.375,90.06,58.47,98.88,75.0,True,ok,
51,,51,GAC,GAC_AF2_0051,GAC.AF2rank51,GAC.AF2rank51.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank51.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank51.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.50.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.50.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0051.pdb,,,,2315,302,93.0235761589404,95.41,86.452,53.94,98.62,2315,302,93.0235761589404,95.41,86.452,53.94,98.62,2315,302,93.0235761589404,95.41,86.452,53.94,98.62,75.0,True,ok,
52,,52,GAC,GAC_AF2_0052,GAC.AF2rank52,GAC.AF2rank52.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank52.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank52.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.51.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.51.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0052.pdb,,,,2315,302,93.89066225165563,95.78,88.616,57.44,98.69,2315,302,93.89066225165563,95.78,88.616,57.44,98.69,2315,302,93.89066225165563,95.78,88.616,57.44,98.69,75.0,True,ok,
53,,53,GAC,GAC_AF2_0053,GAC.AF2rank53,GAC.AF2rank53.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank53.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank53.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.52.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.52.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0053.pdb,,,,2315,302,94.11238410596027,96.25,88.81,56.72,98.81,2315,302,94.11238410596027,96.25,88.81,56.72,98.81,2315,302,94.11238410596027,96.25,88.81,56.72,98.81,75.0,True,ok,
54,,54,GAC,GAC_AF2_0054,GAC.AF2rank54,GAC.AF2rank54.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank54.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank54.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.53.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.53.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0054.pdb,,,,2315,302,93.57917218543048,95.88,87.215,49.97,98.81,2315,302,93.57917218543048,95.88,87.215,49.97,98.81,2315,302,93.57917218543048,95.88,87.215,49.97,98.81,75.0,True,ok,
55,,55,GAC,GAC_AF2_0055,GAC.AF2rank55,GAC.AF2rank55.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank55.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank55.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.54.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.54.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0055.pdb,,,,2315,302,93.93536423841059,96.5,88.763,53.19,98.88,2315,302,93.93536423841059,96.5,88.763,53.19,98.88,2315,302,93.93536423841059,96.5,88.763,53.19,98.88,75.0,True,ok,
56,,56,GAC,GAC_AF2_0056,GAC.AF2rank56,GAC.AF2rank56.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank56.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank56.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.55.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.55.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0056.pdb,,,,2315,302,93.20956953642383,94.88,87.696,59.75,98.69,2315,302,93.20956953642383,94.88,87.696,59.75,98.69,2315,302,93.20956953642383,94.88,87.696,59.75,98.69,75.0,True,ok,
57,,57,GAC,GAC_AF2_0057,GAC.AF2rank57,GAC.AF2rank57.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank57.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank57.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.56.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.56.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0057.pdb,,,,2315,302,94.39721854304635,95.94,88.69,71.88,98.75,2315,302,94.39721854304635,95.94,88.69,71.88,98.75,2315,302,94.39721854304635,95.94,88.69,71.88,98.75,75.0,True,ok,
58,,58,GAC,GAC_AF2_0058,GAC.AF2rank58,GAC.AF2rank58.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank58.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank58.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.57.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.57.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0058.pdb,,,,2315,302,93.97347682119207,96.03,89.12700000000001,50.75,98.75,2315,302,93.97347682119207,96.03,89.12700000000001,50.75,98.75,2315,302,93.97347682119207,96.03,89.12700000000001,50.75,98.75,75.0,True,ok,
59,,59,GAC,GAC_AF2_0059,GAC.AF2rank59,GAC.AF2rank59.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank59.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank59.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.58.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.58.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0059.pdb,,,,2315,302,94.07814569536424,96.44,88.88,52.81,98.88,2315,302,94.07814569536424,96.44,88.88,52.81,98.88,2315,302,94.07814569536424,96.44,88.88,52.81,98.88,75.0,True,ok,
60,,60,GAC,GAC_AF2_0060,GAC.AF2rank60,GAC.AF2rank60.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank60.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank60.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.59.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.59.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0060.pdb,,,,2315,302,95.03016556291391,96.62,90.512,66.12,98.81,2315,302,95.03016556291391,96.62,90.512,66.12,98.81,2315,302,95.03016556291391,96.62,90.512,66.12,98.81,75.0,True,ok,
61,,61,GAC,GAC_AF2_0061,GAC.AF2rank61,GAC.AF2rank61.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank61.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank61.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.60.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.60.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0061.pdb,,,,2315,302,94.11413907284769,96.345,89.13900000000001,51.47,98.88,2315,302,94.11413907284769,96.345,89.13900000000001,51.47,98.88,2315,302,94.11413907284769,96.345,89.13900000000001,51.47,98.88,75.0,True,ok,
62,,62,GAC,GAC_AF2_0062,GAC.AF2rank62,GAC.AF2rank62.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank62.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank62.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.61.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.61.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0062.pdb,,,,2315,302,93.93649006622516,96.31,89.12,57.56,98.81,2315,302,93.93649006622516,96.31,89.12,57.56,98.81,2315,302,93.93649006622516,96.31,89.12,57.56,98.81,75.0,True,ok,
63,,63,GAC,GAC_AF2_0063,GAC.AF2rank63,GAC.AF2rank63.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank63.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank63.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.62.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.62.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0063.pdb,,,,2315,302,93.84711920529801,95.72,89.25,54.28,98.75,2315,302,93.84711920529801,95.72,89.25,54.28,98.75,2315,302,93.84711920529801,95.72,89.25,54.28,98.75,75.0,True,ok,
64,,64,GAC,GAC_AF2_0064,GAC.AF2rank64,GAC.AF2rank64.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank64.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank64.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.63.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.63.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0064.pdb,,,,2315,302,93.55973509933776,95.25,88.588,57.66,98.69,2315,302,93.55973509933776,95.25,88.588,57.66,98.69,2315,302,93.55973509933776,95.25,88.588,57.66,98.69,75.0,True,ok,
65,,65,GAC,GAC_AF2_0065,GAC.AF2rank65,GAC.AF2rank65.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank65.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank65.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.64.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.64.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0065.pdb,,,,2315,302,93.94692052980133,96.22,88.5,53.62,98.81,2315,302,93.94692052980133,96.22,88.5,53.62,98.81,2315,302,93.94692052980133,96.22,88.5,53.62,98.81,75.0,True,ok,
