input_order,standard_structure_id,output_complex_basename,output_pdb_code,output_rank_token,source_pdb_basename,source_pdb_stem,source_pdb,complex_pdb_path,template_protein_pdb_path,ligand_pdb_path,ligand_order_manifest_path,active_ligand_pdb_order,input_ligand_resname_order,ligand_input_branch,ligand_pdb_count,n_ligand_atoms,workflow_profile,docking_alignment_mode,legacy_compatible,compatibility_reason,matched_ca_count,sequence_identity,alignment_coverage,alignment_rmsd,status,error_message,protein_atom_count,ligand_atom_count,clash_count,clash_score,min_distance,min_clash_distance,clash_max,pass_clash,weighted_direction,clash_method,neighbor_search_cutoff
66,GAC_66,GAC_66_complex.pdb,GAC,66,GAC.AF2rank66.pdb,GAC.AF2rank66,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank66.pdb,results/GAC/02_template_guided_docking/complexes/GAC_66_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.594384599632165,2.1362015818337396,2.1362015818337396,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
67,GAC_67,GAC_67_complex.pdb,GAC,67,GAC.AF2rank67.pdb,GAC.AF2rank67,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank67.pdb,results/GAC/02_template_guided_docking/complexes/GAC_67_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.296520491600247,2.088697726739718,2.088697726739718,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
68,GAC_68,GAC_68_complex.pdb,GAC,68,GAC.AF2rank68.pdb,GAC.AF2rank68,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank68.pdb,results/GAC/02_template_guided_docking/complexes/GAC_68_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.989203218029588,2.079374124798442,2.079374124798442,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
69,GAC_69,GAC_69_complex.pdb,GAC,69,GAC.AF2rank69.pdb,GAC.AF2rank69,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank69.pdb,results/GAC/02_template_guided_docking/complexes/GAC_69_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,1.9393350607153992,2.170345509425114,2.170345509425114,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
70,GAC_70,GAC_70_complex.pdb,GAC,70,GAC.AF2rank70.pdb,GAC.AF2rank70,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank70.pdb,results/GAC/02_template_guided_docking/complexes/GAC_70_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,0.979151865924726,2.231643126615713,2.231643126615713,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
71,GAC_71,GAC_71_complex.pdb,GAC,71,GAC.AF2rank71.pdb,GAC.AF2rank71,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank71.pdb,results/GAC/02_template_guided_docking/complexes/GAC_71_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.5708387802419215,2.0834310210905413,2.0834310210905413,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
72,GAC_72,GAC_72_complex.pdb,GAC,72,GAC.AF2rank72.pdb,GAC.AF2rank72,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank72.pdb,results/GAC/02_template_guided_docking/complexes/GAC_72_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.3358393336781234,2.3030915837321566,2.3030915837321566,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
73,GAC_73,GAC_73_complex.pdb,GAC,73,GAC.AF2rank73.pdb,GAC.AF2rank73,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank73.pdb,results/GAC/02_template_guided_docking/complexes/GAC_73_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.553759495114773,2.240364475582367,2.240364475582367,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
74,GAC_74,GAC_74_complex.pdb,GAC,74,GAC.AF2rank74.pdb,GAC.AF2rank74,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank74.pdb,results/GAC/02_template_guided_docking/complexes/GAC_74_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.5966781329499744,2.175881966231512,2.175881966231512,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
75,GAC_75,GAC_75_complex.pdb,GAC,75,GAC.AF2rank75.pdb,GAC.AF2rank75,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank75.pdb,results/GAC/02_template_guided_docking/complexes/GAC_75_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.5932747708606159,2.178150467051252,2.178150467051252,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
76,GAC_76,GAC_76_complex.pdb,GAC,76,GAC.AF2rank76.pdb,GAC.AF2rank76,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank76.pdb,results/GAC/02_template_guided_docking/complexes/GAC_76_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.530018197208105,2.2304357296146233,2.2304357296146233,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
77,GAC_77,GAC_77_complex.pdb,GAC,77,GAC.AF2rank77.pdb,GAC.AF2rank77,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank77.pdb,results/GAC/02_template_guided_docking/complexes/GAC_77_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.5395541683574727,2.161196210759703,2.161196210759703,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
78,GAC_78,GAC_78_complex.pdb,GAC,78,GAC.AF2rank78.pdb,GAC.AF2rank78,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank78.pdb,results/GAC/02_template_guided_docking/complexes/GAC_78_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,5,0.7665713424735601,2.3499478468064168,2.3499478468064168,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
79,GAC_79,GAC_79_complex.pdb,GAC,79,GAC.AF2rank79.pdb,GAC.AF2rank79,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank79.pdb,results/GAC/02_template_guided_docking/complexes/GAC_79_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.350353949815577,2.0634137568997386,2.0634137568997386,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
80,GAC_80,GAC_80_complex.pdb,GAC,80,GAC.AF2rank80.pdb,GAC.AF2rank80,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank80.pdb,results/GAC/02_template_guided_docking/complexes/GAC_80_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,1.801525257870833,2.091128840012526,2.091128840012526,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
81,GAC_81,GAC_81_complex.pdb,GAC,81,GAC.AF2rank81.pdb,GAC.AF2rank81,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank81.pdb,results/GAC/02_template_guided_docking/complexes/GAC_81_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,1.6285301433159138,2.0403285303323697,2.0403285303323697,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
82,GAC_82,GAC_82_complex.pdb,GAC,82,GAC.AF2rank82.pdb,GAC.AF2rank82,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank82.pdb,results/GAC/02_template_guided_docking/complexes/GAC_82_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.8199336703621358,2.0920201648520886,2.0920201648520886,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
83,GAC_83,GAC_83_complex.pdb,GAC,83,GAC.AF2rank83.pdb,GAC.AF2rank83,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank83.pdb,results/GAC/02_template_guided_docking/complexes/GAC_83_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,failed,,2315,10,11,4.44805740450704,1.8470661875255285,1.8470661875255285,10,False,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
84,GAC_84,GAC_84_complex.pdb,GAC,84,GAC.AF2rank84.pdb,GAC.AF2rank84,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank84.pdb,results/GAC/02_template_guided_docking/complexes/GAC_84_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,5,1.2834333076419626,2.0059597939204266,2.0059597939204266,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
85,GAC_85,GAC_85_complex.pdb,GAC,85,GAC.AF2rank85.pdb,GAC.AF2rank85,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank85.pdb,results/GAC/02_template_guided_docking/complexes/GAC_85_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.9373711857830407,2.0230920337230307,2.0230920337230307,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
86,GAC_86,GAC_86_complex.pdb,GAC,86,GAC.AF2rank86.pdb,GAC.AF2rank86,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank86.pdb,results/GAC/02_template_guided_docking/complexes/GAC_86_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.4258009339239992,2.2895664808665823,2.2895664808665823,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
87,GAC_87,GAC_87_complex.pdb,GAC,87,GAC.AF2rank87.pdb,GAC.AF2rank87,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank87.pdb,results/GAC/02_template_guided_docking/complexes/GAC_87_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,1.9684164769663663,2.223283321766231,2.223283321766231,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
88,GAC_88,GAC_88_complex.pdb,GAC,88,GAC.AF2rank88.pdb,GAC.AF2rank88,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank88.pdb,results/GAC/02_template_guided_docking/complexes/GAC_88_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.6192013162161425,2.142883156747629,2.142883156747629,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
89,GAC_89,GAC_89_complex.pdb,GAC,89,GAC.AF2rank89.pdb,GAC.AF2rank89,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank89.pdb,results/GAC/02_template_guided_docking/complexes/GAC_89_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.6236421658110736,2.275145507086327,2.275145507086327,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
90,GAC_90,GAC_90_complex.pdb,GAC,90,GAC.AF2rank90.pdb,GAC.AF2rank90,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank90.pdb,results/GAC/02_template_guided_docking/complexes/GAC_90_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,3.1065195174598084,2.102639313023893,2.102639313023893,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
91,GAC_91,GAC_91_complex.pdb,GAC,91,GAC.AF2rank91.pdb,GAC.AF2rank91,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank91.pdb,results/GAC/02_template_guided_docking/complexes/GAC_91_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,4,1.2581972071090588,2.1795793511375936,2.1795793511375936,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
92,GAC_92,GAC_92_complex.pdb,GAC,92,GAC.AF2rank92.pdb,GAC.AF2rank92,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank92.pdb,results/GAC/02_template_guided_docking/complexes/GAC_92_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,1.2259748325633515,2.156284804283355,2.156284804283355,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
93,GAC_93,GAC_93_complex.pdb,GAC,93,GAC.AF2rank93.pdb,GAC.AF2rank93,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank93.pdb,results/GAC/02_template_guided_docking/complexes/GAC_93_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,5,1.4102961376468546,2.1743456000953056,2.1743456000953056,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
94,GAC_94,GAC_94_complex.pdb,GAC,94,GAC.AF2rank94.pdb,GAC.AF2rank94,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank94.pdb,results/GAC/02_template_guided_docking/complexes/GAC_94_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.7035003407679317,2.148295460924907,2.148295460924907,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
95,GAC_95,GAC_95_complex.pdb,GAC,95,GAC.AF2rank95.pdb,GAC.AF2rank95,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank95.pdb,results/GAC/02_template_guided_docking/complexes/GAC_95_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.171636766498336,2.0553757234795973,2.0553757234795973,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
96,GAC_96,GAC_96_complex.pdb,GAC,96,GAC.AF2rank96.pdb,GAC.AF2rank96,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank96.pdb,results/GAC/02_template_guided_docking/complexes/GAC_96_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,4,0.8891011377878857,2.346628486356443,2.346628486356443,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
97,GAC_97,GAC_97_complex.pdb,GAC,97,GAC.AF2rank97.pdb,GAC.AF2rank97,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank97.pdb,results/GAC/02_template_guided_docking/complexes/GAC_97_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,2.0729513490333633,2.190165713541755,2.190165713541755,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
