input_order,standard_structure_id,output_complex_basename,output_pdb_code,output_rank_token,source_pdb_basename,source_pdb_stem,source_pdb,complex_pdb_path,template_protein_pdb_path,ligand_pdb_path,ligand_order_manifest_path,active_ligand_pdb_order,input_ligand_resname_order,ligand_input_branch,ligand_pdb_count,n_ligand_atoms,status,error_message,workflow_profile,docking_alignment_mode,legacy_compatible,compatibility_reason,template_chain_count,target_chain_count,template_ca_count,target_ca_count,matched_ca_count,sequence_identity,alignment_coverage,alignment_rmsd
79,AqTMK_79,AqTMK_79_complex.pdb,AqTMK,79,AqTMK.AF2rank79.pdb,AqTMK.AF2rank79,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank79.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_79_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
80,AqTMK_80,AqTMK_80_complex.pdb,AqTMK,80,AqTMK.AF2rank80.pdb,AqTMK.AF2rank80,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank80.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_80_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
81,AqTMK_81,AqTMK_81_complex.pdb,AqTMK,81,AqTMK.AF2rank81.pdb,AqTMK.AF2rank81,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank81.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_81_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
82,AqTMK_82,AqTMK_82_complex.pdb,AqTMK,82,AqTMK.AF2rank82.pdb,AqTMK.AF2rank82,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank82.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_82_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
83,AqTMK_83,AqTMK_83_complex.pdb,AqTMK,83,AqTMK.AF2rank83.pdb,AqTMK.AF2rank83,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank83.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_83_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
84,AqTMK_84,AqTMK_84_complex.pdb,AqTMK,84,AqTMK.AF2rank84.pdb,AqTMK.AF2rank84,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank84.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_84_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
85,AqTMK_85,AqTMK_85_complex.pdb,AqTMK,85,AqTMK.AF2rank85.pdb,AqTMK.AF2rank85,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank85.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_85_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
86,AqTMK_86,AqTMK_86_complex.pdb,AqTMK,86,AqTMK.AF2rank86.pdb,AqTMK.AF2rank86,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank86.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_86_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
87,AqTMK_87,AqTMK_87_complex.pdb,AqTMK,87,AqTMK.AF2rank87.pdb,AqTMK.AF2rank87,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank87.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_87_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
88,AqTMK_88,AqTMK_88_complex.pdb,AqTMK,88,AqTMK.AF2rank88.pdb,AqTMK.AF2rank88,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank88.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_88_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
89,AqTMK_89,AqTMK_89_complex.pdb,AqTMK,89,AqTMK.AF2rank89.pdb,AqTMK.AF2rank89,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank89.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_89_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
90,AqTMK_90,AqTMK_90_complex.pdb,AqTMK,90,AqTMK.AF2rank90.pdb,AqTMK.AF2rank90,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank90.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_90_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
91,AqTMK_91,AqTMK_91_complex.pdb,AqTMK,91,AqTMK.AF2rank91.pdb,AqTMK.AF2rank91,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank91.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_91_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
92,AqTMK_92,AqTMK_92_complex.pdb,AqTMK,92,AqTMK.AF2rank92.pdb,AqTMK.AF2rank92,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank92.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_92_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
93,AqTMK_93,AqTMK_93_complex.pdb,AqTMK,93,AqTMK.AF2rank93.pdb,AqTMK.AF2rank93,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank93.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_93_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
94,AqTMK_94,AqTMK_94_complex.pdb,AqTMK,94,AqTMK.AF2rank94.pdb,AqTMK.AF2rank94,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank94.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_94_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
95,AqTMK_95,AqTMK_95_complex.pdb,AqTMK,95,AqTMK.AF2rank95.pdb,AqTMK.AF2rank95,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank95.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_95_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
96,AqTMK_96,AqTMK_96_complex.pdb,AqTMK,96,AqTMK.AF2rank96.pdb,AqTMK.AF2rank96,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank96.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_96_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
97,AqTMK_97,AqTMK_97_complex.pdb,AqTMK,97,AqTMK.AF2rank97.pdb,AqTMK.AF2rank97,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank97.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_97_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
98,AqTMK_98,AqTMK_98_complex.pdb,AqTMK,98,AqTMK.AF2rank98.pdb,AqTMK.AF2rank98,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank98.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_98_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
99,AqTMK_99,AqTMK_99_complex.pdb,AqTMK,99,AqTMK.AF2rank99.pdb,AqTMK.AF2rank99,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank99.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_99_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
100,AqTMK_100,AqTMK_100_complex.pdb,AqTMK,100,AqTMK.AF2rank100.pdb,AqTMK.AF2rank100,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank100.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_100_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
101,AqTMK_101,AqTMK_101_complex.pdb,AqTMK,101,AqTMK.AF2rank101.pdb,AqTMK.AF2rank101,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank101.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_101_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
102,AqTMK_102,AqTMK_102_complex.pdb,AqTMK,102,AqTMK.AF2rank102.pdb,AqTMK.AF2rank102,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/01_af2_new/AqTMK.AF2rank102.pdb,results/AqTMK/02_template_guided_docking/complexes/AqTMK_102_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,results/AqTMK/02_template_guided_docking/tables/AqTMK_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/ATP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/TMP.pdb;/home/wms/AF2-test/AF2-CatGraph/data/AqTMK/02_templates/MG.pdb,ATP;TMP;MG,untrimmed_input,3,21,ok,,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,1,1,195,195,195,1.0,1.0,
