input_order,standard_structure_id,output_complex_basename,output_pdb_code,output_rank_token,source_pdb_basename,source_pdb_stem,source_pdb,complex_pdb_path,template_protein_pdb_path,ligand_pdb_path,ligand_order_manifest_path,active_ligand_pdb_order,input_ligand_resname_order,ligand_input_branch,ligand_pdb_count,n_ligand_atoms,workflow_profile,docking_alignment_mode,legacy_compatible,compatibility_reason,matched_ca_count,sequence_identity,alignment_coverage,alignment_rmsd,status,error_message,protein_atom_count,ligand_atom_count,clash_count,clash_score,min_distance,min_clash_distance,clash_max,pass_clash,weighted_direction,clash_method,neighbor_search_cutoff,radius_angstrom,catalytic_residue_count,catalytic_mean_plddt,catalytic_median_plddt,catalytic_p10_plddt,catalytic_min_plddt,catalytic_max_plddt,mean_plddt_min,p10_plddt_min,pass_catalytic_region_plddt,plddt_pdb_path
60,GAC_60,GAC_60_complex.pdb,GAC,60,GAC.AF2rank60.pdb,GAC.AF2rank60,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank60.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_60_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.3870966089305807,2.19696605332844,2.19696605332844,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,19,93.99789473684211,95.5,89.76,73.12,98.38,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_60_complex.pdb
61,GAC_61,GAC_61_complex.pdb,GAC,61,GAC.AF2rank61.pdb,GAC.AF2rank61,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank61.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_61_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,1.255154383109346,2.2344745199745657,2.2344745199745657,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,92.50699999999999,95.09,88.035,54.09,98.38,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_61_complex.pdb
62,GAC_62,GAC_62_complex.pdb,GAC,62,GAC.AF2rank62.pdb,GAC.AF2rank62,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank62.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_62_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,2.2007869624127108,2.0417339668162464,2.0417339668162464,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,92.0525,94.19,86.402,59.81,98.12,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_62_complex.pdb
63,GAC_63,GAC_63_complex.pdb,GAC,63,GAC.AF2rank63.pdb,GAC.AF2rank63,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank63.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_63_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,0.9554269121950988,2.3127514540186143,2.3127514540186143,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,91.51200000000001,93.72,87.02000000000001,60.31,97.56,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_63_complex.pdb
64,GAC_64,GAC_64_complex.pdb,GAC,64,GAC.AF2rank64.pdb,GAC.AF2rank64,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank64.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_64_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.3954582269386875,2.024492566676277,2.024492566676277,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,91.21700000000001,92.66,87.036,63.88,97.06,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_64_complex.pdb
65,GAC_65,GAC_65_complex.pdb,GAC,65,GAC.AF2rank65.pdb,GAC.AF2rank65,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank65.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_65_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.5817380983561162,2.245659104936991,2.245659104936991,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,21,92.46523809523809,95.06,87.88,55.16,98.31,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_65_complex.pdb
66,GAC_66,GAC_66_complex.pdb,GAC,66,GAC.AF2rank66.pdb,GAC.AF2rank66,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank66.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_66_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.594384599632165,2.13620158183374,2.13620158183374,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,92.3845,94.965,88.175,56.38,98.25,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_66_complex.pdb
67,GAC_67,GAC_67_complex.pdb,GAC,67,GAC.AF2rank67.pdb,GAC.AF2rank67,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank67.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_67_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.296520491600247,2.088697726739718,2.088697726739718,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,92.054,93.72,88.488,62.44,97.62,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_67_complex.pdb
68,GAC_68,GAC_68_complex.pdb,GAC,68,GAC.AF2rank68.pdb,GAC.AF2rank68,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank68.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_68_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.989203218029588,2.079374124798442,2.079374124798442,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,22,90.73,94.44,86.115,55.03,98.19,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_68_complex.pdb
69,GAC_69,GAC_69_complex.pdb,GAC,69,GAC.AF2rank69.pdb,GAC.AF2rank69,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank69.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_69_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,1.9393350607153992,2.170345509425114,2.170345509425114,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,21,92.32857142857144,94.88,87.0,53.22,98.5,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_69_complex.pdb
70,GAC_70,GAC_70_complex.pdb,GAC,70,GAC.AF2rank70.pdb,GAC.AF2rank70,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank70.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_70_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,0.979151865924726,2.231643126615713,2.231643126615713,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,21,93.02000000000001,96.19,89.38,54.78,98.25,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_70_complex.pdb
71,GAC_71,GAC_71_complex.pdb,GAC,71,GAC.AF2rank71.pdb,GAC.AF2rank71,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank71.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_71_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.570838780241921,2.0834310210905413,2.0834310210905413,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,94.1135,95.535,88.962,84.44,98.38,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_71_complex.pdb
72,GAC_72,GAC_72_complex.pdb,GAC,72,GAC.AF2rank72.pdb,GAC.AF2rank72,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank72.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_72_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.3358393336781234,2.3030915837321566,2.3030915837321566,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,21,92.05952380952381,93.75,87.31,66.19,97.44,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_72_complex.pdb
73,GAC_73,GAC_73_complex.pdb,GAC,73,GAC.AF2rank73.pdb,GAC.AF2rank73,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank73.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_73_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.553759495114773,2.240364475582367,2.240364475582367,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,91.598,94.22,86.92099999999999,60.69,97.5,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_73_complex.pdb
74,GAC_74,GAC_74_complex.pdb,GAC,74,GAC.AF2rank74.pdb,GAC.AF2rank74,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank74.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_74_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.5966781329499744,2.175881966231512,2.175881966231512,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,19,93.21368421052631,94.06,87.6,86.75,98.0,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_74_complex.pdb
75,GAC_75,GAC_75_complex.pdb,GAC,75,GAC.AF2rank75.pdb,GAC.AF2rank75,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank75.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_75_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.593274770860616,2.178150467051252,2.178150467051252,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,91.978,93.345,86.285,72.56,97.62,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_75_complex.pdb
76,GAC_76,GAC_76_complex.pdb,GAC,76,GAC.AF2rank76.pdb,GAC.AF2rank76,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank76.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_76_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.530018197208105,2.2304357296146238,2.2304357296146238,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,21,90.27809523809525,93.25,86.62,61.06,98.0,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_76_complex.pdb
77,GAC_77,GAC_77_complex.pdb,GAC,77,GAC.AF2rank77.pdb,GAC.AF2rank77,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank77.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_77_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.5395541683574727,2.161196210759703,2.161196210759703,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,92.595,94.94,89.406,53.84,98.19,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_77_complex.pdb
78,GAC_78,GAC_78_complex.pdb,GAC,78,GAC.AF2rank78.pdb,GAC.AF2rank78,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank78.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_78_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,5,0.7665713424735601,2.3499478468064168,2.3499478468064168,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,19,91.65473684210527,95.5,85.19800000000001,53.69,98.06,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_78_complex.pdb
79,GAC_79,GAC_79_complex.pdb,GAC,79,GAC.AF2rank79.pdb,GAC.AF2rank79,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank79.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_79_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.350353949815577,2.0634137568997386,2.0634137568997386,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,91.6105,93.75,87.489,59.53,97.62,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_79_complex.pdb
80,GAC_80,GAC_80_complex.pdb,GAC,80,GAC.AF2rank80.pdb,GAC.AF2rank80,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank80.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_80_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,1.801525257870833,2.091128840012526,2.091128840012526,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,19,92.93631578947368,94.69,86.71000000000001,76.31,97.81,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_80_complex.pdb
81,GAC_81,GAC_81_complex.pdb,GAC,81,GAC.AF2rank81.pdb,GAC.AF2rank81,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank81.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_81_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,1.6285301433159138,2.0403285303323697,2.0403285303323697,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,19,94.08578947368422,94.44,88.688,88.25,98.06,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_81_complex.pdb
82,GAC_82,GAC_82_complex.pdb,GAC,82,GAC.AF2rank82.pdb,GAC.AF2rank82,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank82.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_82_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.819933670362136,2.0920201648520886,2.0920201648520886,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,20,91.444,93.285,85.80199999999999,65.31,97.75,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_82_complex.pdb
84,GAC_84,GAC_84_complex.pdb,GAC,84,GAC.AF2rank84.pdb,GAC.AF2rank84,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank84.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_84_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,5,1.2834333076419626,2.0059597939204266,2.0059597939204266,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0,6.0,21,91.23333333333332,93.5,86.62,59.16,97.56,90.0,80.0,True,/home/wms/AF2-test/AF2-CatGraph-test5/results/GAC/02_template_guided_docking/complexes/GAC_84_complex.pdb
